meter_id,timestamp,voltage,current,active_power,total_energy
METER_001,2023-01-05 03:00:00,224.27,0.98,0.22,3278.24
METER_001,2023-01-05 04:00:00,223.89,1.94,0.43,3278.67
METER_001,2023-01-05 05:00:00,224.44,1.02,0.23,3278.9
METER_001,2023-01-05 06:00:00,224.34,1.28,0.29,3279.19
METER_001,2023-01-05 07:00:00,216.67,8.52,1.85,3281.03
METER_001,2023-01-05 08:00:00,215.34,12.93,2.78,3283.82
METER_001,2023-01-05 09:00:00,223.19,17.71,3.95,3287.77
METER_001,2023-01-05 10:00:00,219.75,0.63,0.14,3287.91
METER_001,2023-01-05 11:00:00,217.91,0.88,0.19,3288.1
METER_001,2023-01-05 12:00:00,222.57,0.85,0.19,3288.29
METER_001,2023-01-05 13:00:00,216.92,2.05,0.45,3288.73
METER_001,2023-01-05 14:00:00,224.07,2.07,0.46,3289.2
METER_001,2023-01-05 15:00:00,224.53,0.63,0.14,3289.34
METER_001,2023-01-05 16:00:00,224.94,2.22,0.5,3289.84
METER_001,2023-01-05 17:00:00,215.83,1.63,0.35,3290.19
METER_001,2023-01-05 18:00:00,219.33,11.4,2.5,3292.69
METER_001,2023-01-05 19:00:00,219.56,11.34,2.49,3295.18
METER_001,2023-01-05 20:00:00,219.32,12.02,2.64,3297.82
METER_001,2023-01-05 21:00:00,220.37,10.36,2.28,3300.1
METER_001,2023-01-05 22:00:00,218.81,7.96,1.74,3301.84
METER_001,2023-01-05 23:00:00,215.39,1.19,0.26,3302.1
METER_001,2023-01-06 00:00:00,216.88,1.86,0.4,3302.5
METER_001,2023-01-06 01:00:00,220.89,1.45,0.32,3302.82
METER_001,2023-01-06 02:00:00,221.22,2.26,0.5,3303.32
METER_001,2023-01-06 03:00:00,222.47,0.68,0.15,3303.47
METER_001,2023-01-06 04:00:00,216.3,1.78,0.39,3303.86
METER_001,2023-01-06 05:00:00,220.91,0.92,0.2,3304.06
METER_001,2023-01-06 06:00:00,215.52,1.75,0.38,3304.44
METER_001,2023-01-06 07:00:00,220.31,17.01,3.75,3308.19
METER_001,2023-01-06 08:00:00,221.71,10.87,2.41,3310.6
METER_001,2023-01-06 09:00:00,221.82,12.64,2.8,3313.4
METER_001,2023-01-06 10:00:00,216.43,1.93,0.42,3313.82
METER_001,2023-01-06 11:00:00,222.45,1.48,0.33,3314.15
METER_001,2023-01-06 12:00:00,220.79,1.79,0.4,3314.54
METER_001,2023-01-06 13:00:00,224.44,2.08,0.47,3315.01
METER_001,2023-01-06 14:00:00,218.42,1.19,0.26,3315.27
METER_001,2023-01-06 15:00:00,223.09,0.94,0.21,3315.48
METER_001,2023-01-06 16:00:00,217.74,1.08,0.23,3315.71
METER_001,2023-01-06 17:00:00,222.04,1.11,0.25,3315.96
METER_001,2023-01-06 18:00:00,219.88,14.74,3.24,3319.2
METER_001,2023-01-06 19:00:00,219.14,15.22,3.33,3322.54
METER_001,2023-01-06 20:00:00,216.62,10.76,2.33,3324.87
METER_001,2023-01-06 21:00:00,221.8,15.76,3.5,3328.36
METER_001,2023-01-06 22:00:00,215.44,13.35,2.88,3331.24
METER_001,2023-01-06 23:00:00,224.08,1.49,0.33,3331.57
METER_001,2023-01-07 00:00:00,215.0,1.27,0.27,3331.84
METER_001,2023-01-07 01:00:00,223.53,0.77,0.17,3332.01
METER_001,2023-01-07 02:00:00,223.18,0.53,0.12,3332.13
METER_001,2023-01-07 03:00:00,215.72,0.8,0.17,3332.31
METER_001,2023-01-07 04:00:00,223.24,1.7,0.38,3332.69
METER_001,2023-01-07 05:00:00,223.85,1.48,0.33,3333.02
METER_001,2023-01-07 06:00:00,217.77,1.61,0.35,3333.37
METER_001,2023-01-07 07:00:00,216.94,17.92,3.89,3337.26
METER_001,2023-01-07 08:00:00,219.7,15.89,3.49,3340.75
METER_001,2023-01-07 09:00:00,223.01,15.56,3.47,3344.22
METER_001,2023-01-07 10:00:00,223.44,1.88,0.42,3344.64
METER_001,2023-01-07 11:00:00,222.35,1.31,0.29,3344.93
METER_001,2023-01-07 12:00:00,224.15,1.4,0.31,3345.24
METER_001,2023-01-07 13:00:00,220.18,2.05,0.45,3345.69
METER_001,2023-01-07 14:00:00,220.78,1.52,0.34,3346.03
METER_001,2023-01-07 15:00:00,216.13,1.18,0.26,3346.29
METER_001,2023-01-07 16:00:00,219.87,2.06,0.45,3346.74
METER_001,2023-01-07 17:00:00,217.43,1.84,0.4,3347.14
METER_001,2023-01-07 18:00:00,219.06,15.75,3.45,3350.59
METER_001,2023-01-07 19:00:00,222.07,10.44,2.32,3352.91
METER_001,2023-01-07 20:00:00,215.06,14.84,3.19,3356.1
METER_001,2023-01-07 21:00:00,222.43,6.97,1.55,3357.65
METER_001,2023-01-07 22:00:00,223.59,7.02,1.57,3359.22
METER_001,2023-01-07 23:00:00,219.94,2.25,0.49,3359.71
METER_001,2023-01-08 00:00:00,218.62,2.08,0.45,3360.17
METER_001,2023-01-08 01:00:00,222.28,1.2,0.27,3360.43
METER_001,2023-01-08 02:00:00,218.38,1.28,0.28,3360.71
METER_001,2023-01-08 03:00:00,215.15,0.49,0.1,3360.82
METER_001,2023-01-08 04:00:00,221.25,1.99,0.44,3361.26
METER_001,2023-01-08 05:00:00,218.31,0.66,0.15,3361.4
METER_001,2023-01-08 06:00:00,221.34,1.7,0.38,3361.78
METER_001,2023-01-08 07:00:00,215.22,15.29,3.29,3365.07
METER_001,2023-01-08 08:00:00,224.26,10.54,2.36,3367.43
METER_001,2023-01-08 09:00:00,216.97,14.51,3.15,3370.58
METER_001,2023-01-08 10:00:00,223.14,1.62,0.36,3370.94
METER_001,2023-01-08 11:00:00,222.24,1.52,0.34,3371.28
METER_001,2023-01-08 12:00:00,216.55,1.22,0.26,3371.54
METER_001,2023-01-08 13:00:00,217.62,2.22,0.48,3372.03
METER_001,2023-01-08 14:00:00,221.19,1.03,0.23,3372.25
METER_001,2023-01-08 15:00:00,220.07,1.8,0.4,3372.65
METER_001,2023-01-08 16:00:00,223.19,2.02,0.45,3373.1
METER_001,2023-01-08 17:00:00,219.25,2.19,0.48,3373.58
METER_001,2023-01-08 18:00:00,218.99,8.32,1.82,3375.4
METER_001,2023-01-08 19:00:00,222.85,14.03,3.13,3378.53
METER_001,2023-01-08 20:00:00,218.49,7.65,1.67,3380.2
METER_001,2023-01-08 21:00:00,215.33,9.79,2.11,3382.31
METER_001,2023-01-08 22:00:00,217.97,9.82,2.14,3384.45
METER_001,2023-01-08 23:00:00,219.23,0.58,0.13,3384.58
METER_001,2023-01-09 00:00:00,218.99,1.35,0.3,3384.87
METER_001,2023-01-09 01:00:00,218.1,1.92,0.42,3385.29
METER_001,2023-01-09 02:00:00,216.39,1.83,0.4,3385.69
METER_001,2023-01-09 03:00:00,220.76,1.67,0.37,3386.06
METER_001,2023-01-09 04:00:00,217.75,1.2,0.26,3386.32
METER_001,2023-01-09 05:00:00,218.6,1.03,0.23,3386.54
METER_001,2023-01-09 06:00:00,222.0,1.54,0.34,3386.89
METER_001,2023-01-09 07:00:00,218.84,11.78,2.58,3389.46
METER_001,2023-01-09 08:00:00,223.7,7.74,1.73,3391.2
METER_001,2023-01-09 09:00:00,223.92,12.78,2.86,3394.06
METER_001,2023-01-09 10:00:00,218.8,1.73,0.38,3394.43
METER_001,2023-01-09 11:00:00,218.73,1.66,0.36,3394.8
METER_001,2023-01-09 12:00:00,224.75,1.71,0.38,3395.18
METER_001,2023-01-09 13:00:00,215.91,1.21,0.26,3395.44
METER_001,2023-01-09 14:00:00,222.23,1.02,0.23,3395.67
METER_001,2023-01-09 15:00:00,219.79,1.51,0.33,3396.0
METER_001,2023-01-09 16:00:00,216.49,2.18,0.47,3396.47
METER_001,2023-01-09 17:00:00,217.16,1.7,0.37,3396.84
METER_001,2023-01-09 18:00:00,219.25,13.48,2.96,3399.8
METER_001,2023-01-09 19:00:00,221.9,7.5,1.66,3401.46
METER_001,2023-01-09 20:00:00,224.42,17.21,3.86,3405.33
METER_001,2023-01-09 21:00:00,223.88,11.41,2.55,3407.88
METER_001,2023-01-09 22:00:00,215.03,14.02,3.01,3410.89
METER_001,2023-01-09 23:00:00,215.36,2.22,0.48,3411.37
METER_001,2023-01-10 00:00:00,221.92,0.58,0.13,3411.5
METER_001,2023-01-10 01:00:00,216.32,0.62,0.13,3411.64
METER_001,2023-01-10 02:00:00,224.81,1.85,0.42,3412.05
METER_001,2023-01-10 03:00:00,222.37,1.05,0.23,3412.29
METER_001,2023-01-10 04:00:00,220.96,1.56,0.34,3412.63
METER_001,2023-01-10 05:00:00,216.09,0.84,0.18,3412.81
METER_001,2023-01-10 06:00:00,215.57,1.01,0.22,3413.03
METER_001,2023-01-10 07:00:00,224.93,13.7,3.08,3416.11
METER_001,2023-01-10 08:00:00,219.27,12.44,2.73,3418.84
METER_001,2023-01-10 09:00:00,223.49,10.65,2.38,3421.22
METER_001,2023-01-10 10:00:00,218.24,0.96,0.21,3421.43
METER_001,2023-01-10 11:00:00,216.11,2.26,0.49,3421.92
METER_001,2023-01-10 12:00:00,218.86,1.63,0.36,3422.28
METER_001,2023-01-10 13:00:00,216.59,1.13,0.24,3422.52
METER_001,2023-01-10 14:00:00,218.92,1.28,0.28,3422.8
METER_001,2023-01-10 15:00:00,215.38,1.39,0.3,3423.1
METER_001,2023-01-10 16:00:00,222.53,1.6,0.36,3423.45
METER_001,2023-01-10 17:00:00,216.7,0.63,0.14,3423.59
METER_001,2023-01-10 18:00:00,223.88,12.03,2.69,3426.28
METER_001,2023-01-10 19:00:00,216.77,7.78,1.69,3427.97
METER_001,2023-01-10 20:00:00,219.47,9.52,2.09,3430.06
METER_001,2023-01-10 21:00:00,216.32,9.55,2.07,3432.12
METER_001,2023-01-10 22:00:00,224.59,14.24,3.2,3435.32
METER_001,2023-01-10 23:00:00,217.45,0.63,0.14,3435.46
METER_001,2023-01-11 00:00:00,218.5,1.08,0.24,3435.69
METER_001,2023-01-11 01:00:00,218.44,0.81,0.18,3435.87
METER_001,2023-01-11 02:00:00,219.01,1.97,0.43,3436.3
METER_001,2023-01-11 03:00:00,217.32,0.99,0.21,3436.52
METER_001,2023-01-11 04:00:00,220.8,1.01,0.22,3436.74
METER_001,2023-01-11 05:00:00,224.97,0.89,0.2,3436.94
METER_001,2023-01-11 06:00:00,215.02,2.02,0.43,3437.38
METER_001,2023-01-11 07:00:00,215.05,9.02,1.94,3439.32
METER_001,2023-01-11 08:00:00,216.06,15.32,3.31,3442.63
METER_001,2023-01-11 09:00:00,216.83,12.99,2.82,3445.45
METER_001,2023-01-11 10:00:00,219.81,1.0,0.22,3445.66
METER_001,2023-01-11 11:00:00,224.92,1.24,0.28,3445.94
METER_001,2023-01-11 12:00:00,215.62,2.23,0.48,3446.42
METER_001,2023-01-11 13:00:00,219.75,1.69,0.37,3446.79
METER_001,2023-01-11 14:00:00,217.54,2.04,0.44,3447.24
METER_001,2023-01-11 15:00:00,219.85,0.72,0.16,3447.4
METER_001,2023-01-11 16:00:00,215.08,0.56,0.12,3447.52
METER_001,2023-01-11 17:00:00,215.12,0.62,0.13,3447.65
METER_001,2023-01-11 18:00:00,217.62,8.36,1.82,3449.47
METER_001,2023-01-11 19:00:00,223.43,11.43,2.55,3452.02
METER_001,2023-01-11 20:00:00,217.79,11.81,2.57,3454.6
METER_001,2023-01-11 21:00:00,221.8,17.87,3.96,3458.56
METER_001,2023-01-11 22:00:00,219.0,15.64,3.42,3461.98
METER_001,2023-01-11 23:00:00,215.45,1.54,0.33,3462.32
METER_001,2023-01-12 00:00:00,221.99,1.02,0.23,3462.54
METER_001,2023-01-12 01:00:00,224.56,1.25,0.28,3462.82
METER_001,2023-01-12 02:00:00,220.08,1.62,0.36,3463.18
METER_001,2023-01-12 03:00:00,222.13,1.08,0.24,3463.42
METER_001,2023-01-12 04:00:00,221.63,1.78,0.39,3463.81
METER_001,2023-01-12 05:00:00,223.37,0.85,0.19,3464.0
METER_001,2023-01-12 06:00:00,224.46,1.99,0.45,3464.45
METER_001,2023-01-12 07:00:00,220.02,15.43,3.39,3467.84
METER_001,2023-01-12 08:00:00,216.45,18.37,3.98,3471.82
METER_001,2023-01-12 09:00:00,215.85,14.0,3.02,3474.84
METER_001,2023-01-12 10:00:00,215.36,2.15,0.46,3475.31
METER_001,2023-01-12 11:00:00,220.96,1.93,0.43,3475.73
METER_001,2023-01-12 12:00:00,220.1,1.97,0.43,3476.17
METER_001,2023-01-12 13:00:00,222.22,0.6,0.13,3476.3
METER_001,2023-01-12 14:00:00,217.28,2.05,0.45,3476.74
METER_001,2023-01-12 15:00:00,215.02,2.28,0.49,3477.23
METER_001,2023-01-12 16:00:00,222.72,1.84,0.41,3477.64
METER_001,2023-01-12 17:00:00,220.0,1.99,0.44,3478.08
METER_001,2023-01-12 18:00:00,217.92,14.75,3.21,3481.3
METER_001,2023-01-12 19:00:00,224.83,16.57,3.73,3485.02
METER_001,2023-01-12 20:00:00,217.21,9.95,2.16,3487.18
METER_001,2023-01-12 21:00:00,222.15,12.67,2.82,3490.0
METER_001,2023-01-12 22:00:00,215.99,9.63,2.08,3492.08
METER_001,2023-01-12 23:00:00,224.66,1.28,0.29,3492.37
METER_001,2023-01-13 00:00:00,217.94,1.65,0.36,3492.73
METER_001,2023-01-13 01:00:00,224.27,1.59,0.36,3493.08
METER_001,2023-01-13 02:00:00,215.14,0.69,0.15,3493.23
METER_001,2023-01-13 03:00:00,220.99,1.53,0.34,3493.57
METER_001,2023-01-13 04:00:00,217.97,0.66,0.14,3493.71
METER_001,2023-01-13 05:00:00,219.54,1.12,0.25,3493.96
METER_001,2023-01-13 06:00:00,218.44,2.09,0.46,3494.42
METER_001,2023-01-13 07:00:00,222.2,15.83,3.52,3497.93
METER_001,2023-01-13 08:00:00,217.42,16.39,3.56,3501.5
METER_001,2023-01-13 09:00:00,217.5,15.74,3.42,3504.92
METER_001,2023-01-13 10:00:00,216.45,1.63,0.35,3505.27
METER_001,2023-01-13 11:00:00,217.36,1.66,0.36,3505.63
METER_001,2023-01-13 12:00:00,224.94,1.2,0.27,3505.9
METER_001,2023-01-13 13:00:00,220.09,0.94,0.21,3506.11
METER_001,2023-01-13 14:00:00,224.57,0.61,0.14,3506.25
METER_001,2023-01-13 15:00:00,220.1,0.59,0.13,3506.38
METER_001,2023-01-13 16:00:00,222.69,0.6,0.13,3506.51
METER_001,2023-01-13 17:00:00,216.15,1.27,0.27,3506.78
METER_001,2023-01-13 18:00:00,217.89,9.65,2.1,3508.89
METER_001,2023-01-13 19:00:00,217.98,7.97,1.74,3510.63
METER_001,2023-01-13 20:00:00,221.98,17.27,3.83,3514.46
METER_001,2023-01-13 21:00:00,216.69,12.14,2.63,3517.09
METER_001,2023-01-13 22:00:00,217.02,16.45,3.57,3520.66
METER_001,2023-01-13 23:00:00,219.29,1.85,0.41,3521.07
METER_001,2023-01-14 00:00:00,219.31,0.51,0.11,3521.18
METER_001,2023-01-14 01:00:00,219.99,1.66,0.37,3521.54
METER_001,2023-01-14 02:00:00,224.34,1.0,0.23,3521.77
METER_001,2023-01-14 03:00:00,224.42,1.28,0.29,3522.06
METER_001,2023-01-14 04:00:00,215.82,1.14,0.25,3522.3
METER_001,2023-01-14 05:00:00,224.7,1.01,0.23,3522.53
METER_001,2023-01-14 06:00:00,224.9,1.68,0.38,3522.91
METER_001,2023-01-14 07:00:00,216.66,10.84,2.35,3525.26
METER_001,2023-01-14 08:00:00,222.86,11.71,2.61,3527.86
METER_001,2023-01-14 09:00:00,217.46,9.05,1.97,3529.83
METER_001,2023-01-14 10:00:00,224.97,1.75,0.39,3530.23
METER_001,2023-01-14 11:00:00,222.43,1.97,0.44,3530.67
METER_001,2023-01-14 12:00:00,217.19,0.77,0.17,3530.83
METER_001,2023-01-14 13:00:00,217.55,2.25,0.49,3531.32
METER_001,2023-01-14 14:00:00,222.71,1.79,0.4,3531.72
METER_001,2023-01-14 15:00:00,218.58,1.51,0.33,3532.05
METER_001,2023-01-14 16:00:00,218.06,2.02,0.44,3532.49
METER_001,2023-01-14 17:00:00,217.28,1.95,0.42,3532.92
METER_001,2023-01-14 18:00:00,224.67,9.3,2.09,3535.01
METER_001,2023-01-14 19:00:00,221.36,9.95,2.2,3537.21
METER_001,2023-01-14 20:00:00,216.53,16.53,3.58,3540.79
METER_001,2023-01-14 21:00:00,224.0,16.4,3.67,3544.46
METER_001,2023-01-14 22:00:00,218.32,8.94,1.95,3546.41
METER_001,2023-01-14 23:00:00,224.88,2.14,0.48,3546.89
METER_001,2023-01-15 00:00:00,223.72,1.85,0.41,3547.31
METER_001,2023-01-15 01:00:00,223.83,2.06,0.46,3547.77
METER_001,2023-01-15 02:00:00,222.42,1.44,0.32,3548.09
METER_001,2023-01-15 03:00:00,215.25,0.68,0.15,3548.24
METER_001,2023-01-15 04:00:00,219.43,2.01,0.44,3548.68
METER_001,2023-01-15 05:00:00,222.42,1.77,0.39,3549.07
METER_001,2023-01-15 06:00:00,218.85,2.15,0.47,3549.54
METER_001,2023-01-15 07:00:00,224.58,7.71,1.73,3551.27
METER_001,2023-01-15 08:00:00,224.03,16.34,3.66,3554.93
METER_001,2023-01-15 09:00:00,219.9,13.26,2.92,3557.85
METER_001,2023-01-15 10:00:00,219.39,2.28,0.5,3558.35
METER_001,2023-01-15 11:00:00,217.77,1.73,0.38,3558.73
METER_001,2023-01-15 12:00:00,224.69,2.21,0.5,3559.22
METER_001,2023-01-15 13:00:00,216.31,1.33,0.29,3559.51
METER_001,2023-01-15 14:00:00,215.02,1.96,0.42,3559.93
METER_001,2023-01-15 15:00:00,219.48,0.94,0.21,3560.14
METER_001,2023-01-15 16:00:00,218.43,1.4,0.3,3560.44
METER_001,2023-01-15 17:00:00,215.32,1.63,0.35,3560.79
METER_001,2023-01-15 18:00:00,218.89,14.64,3.2,3564.0
METER_001,2023-01-15 19:00:00,219.42,15.54,3.41,3567.41
METER_001,2023-01-15 20:00:00,224.93,17.06,3.84,3571.24
METER_001,2023-01-15 21:00:00,224.26,10.05,2.25,3573.5
METER_001,2023-01-15 22:00:00,216.08,11.1,2.4,3575.9
METER_001,2023-01-15 23:00:00,224.68,0.73,0.16,3576.06
METER_001,2023-01-16 00:00:00,220.89,0.75,0.16,3576.22
METER_001,2023-01-16 01:00:00,220.6,1.93,0.43,3576.65
METER_001,2023-01-16 02:00:00,223.87,1.02,0.23,3576.88
METER_001,2023-01-16 03:00:00,216.79,1.6,0.35,3577.23
METER_001,2023-01-16 04:00:00,222.21,1.71,0.38,3577.61
METER_001,2023-01-16 05:00:00,218.89,1.36,0.3,3577.91
METER_001,2023-01-16 06:00:00,220.78,1.73,0.38,3578.29
METER_001,2023-01-16 07:00:00,221.2,17.51,3.87,3582.16
METER_001,2023-01-16 08:00:00,221.42,8.6,1.9,3584.07
METER_001,2023-01-16 09:00:00,222.37,14.81,3.29,3587.36
METER_001,2023-01-16 10:00:00,217.0,2.22,0.48,3587.84
METER_001,2023-01-16 11:00:00,223.51,1.31,0.29,3588.13
METER_001,2023-01-16 12:00:00,215.99,1.78,0.38,3588.52
METER_001,2023-01-16 13:00:00,223.06,1.55,0.34,3588.86
METER_001,2023-01-16 14:00:00,223.97,2.08,0.47,3589.33
METER_001,2023-01-16 15:00:00,217.38,1.02,0.22,3589.55
METER_001,2023-01-16 16:00:00,224.61,1.17,0.26,3589.81
METER_001,2023-01-16 17:00:00,220.59,0.78,0.17,3589.98
METER_001,2023-01-16 18:00:00,215.21,11.98,2.58,3592.56
METER_001,2023-01-16 19:00:00,219.54,7.4,1.62,3594.18
METER_001,2023-01-16 20:00:00,215.84,18.52,4.0,3598.18
METER_001,2023-01-16 21:00:00,224.58,13.1,2.94,3601.12
METER_001,2023-01-16 22:00:00,216.25,14.68,3.17,3604.3
METER_001,2023-01-16 23:00:00,220.1,0.8,0.18,3604.47
METER_001,2023-01-17 00:00:00,222.47,0.67,0.15,3604.62
METER_001,2023-01-17 01:00:00,224.79,0.6,0.14,3604.76
METER_001,2023-01-17 02:00:00,218.1,1.35,0.29,3605.05
METER_001,2023-01-17 03:00:00,219.76,0.96,0.21,3605.26
METER_001,2023-01-17 04:00:00,224.73,2.2,0.49,3605.76
METER_001,2023-01-17 05:00:00,218.29,0.58,0.13,3605.88
METER_001,2023-01-17 06:00:00,215.06,1.46,0.31,3606.2
METER_001,2023-01-17 07:00:00,217.14,10.41,2.26,3608.46
METER_001,2023-01-17 08:00:00,219.74,17.36,3.81,3612.27
METER_001,2023-01-17 09:00:00,219.93,15.83,3.48,3615.75
METER_001,2023-01-17 10:00:00,219.02,0.92,0.2,3615.96
METER_001,2023-01-17 11:00:00,218.33,0.48,0.1,3616.06
METER_001,2023-01-17 12:00:00,221.8,1.7,0.38,3616.44
METER_001,2023-01-17 13:00:00,218.74,1.04,0.23,3616.66
